CFMS,"ConforMIS, Inc.",2.59,$117.31M,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/cfms
CNFR,"Conifer Holdings, Inc.",5.95,$50.69M,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cnfr
CNMD,CONMED Corporation,53.42,$1.49B,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cnmd
CTWS,"Connecticut Water Service, Inc.",54.53,$658.08M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws
CNOB,"ConnectOne Bancorp, Inc.",27.15,$869.22M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cnob
CONN,"Conn&#39;s, Inc.",34.8,$1.09B,2003,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn
CNSL,"Consolidated Communications Holdings, Inc.",12.39,$877.66M,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cnsl
CWCO,Consolidated Water Co. Ltd.,12.9,$192.23M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwco
CNAC,Constellation Alpha Capital Corp.,9.77,$181.04M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cnac
CNACR,Constellation Alpha Capital Corp.,0.37,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cnacr
CNACU,Constellation Alpha Capital Corp.,10.42,$193.08M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cnacu
CNACW,Constellation Alpha Capital Corp.,0.23,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cnacw
CPSS,"Consumer Portfolio Services, Inc.",4,$87.1M,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss
CFRX,ContraFect Corporation,1.1898,$87.64M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrx
CTRV,ContraVir Pharmaceuticals Inc,0.3298,$25.82M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctrv
CTRL,Control4 Corporation,31.04,$784.27M,2013,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ctrl
CPRT,"Copart, Inc.",43.48,$10.06B,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",8.05,$447.34M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crbp
CORT,Corcept Therapeutics Incorporated,19.94,$2.28B,1982,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort
CORE,"Core-Mark Holding Company, Inc.",25.22,$1.16B,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core
CORI,"Corium International, Inc.",10.38,$374.9M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cori
CSOD,"Cornerstone OnDemand, Inc.",38.35,$2.22B,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod
CRVL,CorVel Corp.,50.05,$943.08M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl
CRVS,"Corvus Pharmaceuticals, Inc.",10.14,$213.36M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crvs
CSGP,"CoStar Group, Inc.",314.66,$11.37B,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp
COST,Costco Wholesale Corporation,186.29,$81.8B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost
CPAH,CounterPath Corporation,4.63,$25.45M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpah
ICBK,"County Bancorp, Inc.",29.1,$194.2M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/icbk
COUP,Coupa Software Incorporated,32.15,$1.77B,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/coup
CVTI,"Covenant Transportation Group, Inc.",27.85,$509.39M,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti
COWN,Cowen Inc.,13.5,$419.68M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown
COWNZ,Cowen Inc.,25.35,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cownz
PMTS,CPI Card Group Inc.,3.445,$38.36M,2015,Finance,Finance Companies,http://www.nasdaq.com/symbol/pmts
CPSH,CPS Technologies Corp.,1.71,$22.58M,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpsh
CRAI,"CRA International,Inc.",46.35,$375.86M,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai
CBRL,"Cracker Barrel Old Country Store, Inc.",174.35,$4.18B,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl
BREW,"Craft Brew Alliance, Inc.",19.45,$375.32M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/brew
CRAY,Cray Inc,25.15,$1.02B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray
CACC,Credit Acceptance Corporation,331.88,$6.41B,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc
CREE,"Cree, Inc.",36.02,$3.53B,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree
CRESY,Cresud S.A.C.I.F. y A.,22.18,$1.11B,1997,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy
CRSP,CRISPR Therapeutics AG,25.49,$1.05B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/crsp
CRTO,Criteo S.A.,26.07,$1.72B,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto
CROX,"Crocs, Inc.",13.5,$940.52M,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox
CCRN,"Cross Country Healthcare, Inc.",12.73,$464.4M,2001,Technology,Professional Services,http://www.nasdaq.com/symbol/ccrn
CRWS,"Crown Crafts, Inc.",7.15,$72.11M,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws
CYRX,"CryoPort, Inc.",8.31,$219.43M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/cyrx
CYRXW,"CryoPort, Inc.",4.8343,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/cyrxw
CSGS,"CSG Systems International, Inc.",44.32,$1.49B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs
CCLP,CSI Compressco LP,6.05,$223.36M,2011,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/cclp
CSPI,CSP Inc.,15.25,$60.62M,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi
CSWI,"CSW Industrials, Inc.",45.9,$733.01M,n/a,Basic Industries,Home Furnishings,http://www.nasdaq.com/symbol/cswi
CSX,CSX Corporation,59.26,$52.96B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/csx
CTIC,CTI BioPharma Corp.,3.01,$129.33M,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic
CTIB,CTI Industries Corporation,4.76,$16.78M,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",47.67,$24.47B,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp
CUE,"Cue Biopharma, Inc.",14.99,$309.4M,2018,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cue
CUI,"CUI Global, Inc.",2.67,$75.84M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,7.11,$111.97M,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix
CRIS,"Curis, Inc.",0.678,$111.18M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris
CUTR,"Cutera, Inc.",46.75,$647.72M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,23.71,$2.61B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,11.2,$71.79M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,4.0745,$23.4M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan
CYBR,CyberArk Software Ltd.,42.55,$1.46B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr
CYBE,CyberOptics Corporation,16.05,$111.99M,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",1.71,$20.36M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",5.71,$1.91M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
CBAY,CymaBay Therapeutics Inc.,9.22,$404.43M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbay
CY,Cypress Semiconductor Corporation,16.73,$5.58B,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
CYRN,CYREN Ltd.,2.405,$119.86M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,58.74,$5.36B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",8.85,$476.88M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
CTMX,"CytomX Therapeutics, Inc.",24.92,$957.14M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctmx
CYTX,Cytori Therapeutics Inc,0.3601,$12.65M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
CYTXW,Cytori Therapeutics Inc,0.03,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytxw
CTSO,Cytosorbents Corporation,7.4,$212.32M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso
CYTR,CytRx Corporation,1.85,$51.13M,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
DJCO,Daily Journal Corp. (S.C.),228.02,$314.84M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",9.48,$421.62M,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt
DARE,"Dare Bioscience, Inc.",2.27,$13.73M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dare
DRIO,DarioHealth Corp.,1.62,$16.77M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/drio
DRIOW,DarioHealth Corp.,0.2375,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/driow
DZSI,"DASAN Zhone Solutions, Inc.",9.17,$150.27M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/dzsi
DSKE,"Daseke, Inc.",13.72,$668.16M,2015,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dske
DSKEW,"Daseke, Inc.",1.8,n/a,2015,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dskew
DAIO,Data I/O Corporation,11.79,$97.16M,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio
DWCH,Datawatch Corporation,11.2,$137.29M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",43.99,$1.79B,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/play
DTEA,DAVIDsTEA Inc.,3.85,$99.5M,2015,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/dtea
DFNL,Davis Select Financial ETF,24.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfnl
DUSA,Davis Select U.S. Equity ETF,24.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dusa
DWLD,Davis Select Worldwide ETF,27.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwld
DWSN,Dawson Geophysical Company,6,$130.31M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn
DBVT,DBV Technologies S.A.,26.6,$1.33B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt
DCPH,"Deciphera Pharmaceuticals, Inc.",25.07,$817.07M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dcph
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",15.1,$320.41M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
TACO,"Del Taco Restaurants, Inc.",13.12,$507.45M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/taco
TACOW,"Del Taco Restaurants, Inc.",3.5,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/tacow
DMPI,"DelMar Pharmaceuticals, Inc.",1.58,$34.13M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dmpi
DELT,Delta Technology Holdings Limited,1.96,$19.72M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/delt
DNLI,Denali Therapeutics Inc.,15.5,$1.36B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dnli
DENN,Denny&#39;s Corporation,13.63,$889.8M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY SIRONA Inc.,65.45,$15.03B,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray
DEPO,"Depomed, Inc.",8.28,$521.75M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
DERM,"Dermira, Inc.",26.17,$1.09B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm
DEST,Destination Maternity Corporation,2.69,$39.3M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",2.25,$109.54M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",2.72,$43.21M,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
DTRM,"Determine, Inc. ",1.93,$28.58M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dtrm
DXCM,"DexCom, Inc.",54.6,$4.74B,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
DHXM,DHX Media Ltd.,3.69,$123.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dhxm
DHIL,"Diamond Hill Investment Group, Inc.",208.6,$723.69M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
FANG,"Diamondback Energy, Inc.",127.49,$12.52B,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang
DCIX,Diana Containerships Inc.,3.7,$2.8M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
DRNA,"Dicerna Pharmaceuticals, Inc.",8.52,$439.99M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna
DFBG,Differential Brands Group Inc.,1.2,$16M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dfbg
DFFN,Diffusion Pharmaceuticals Inc.,1.73,$25.12M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dffn
DGII,Digi International Inc.,9.6,$257.24M,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,37.65,$439.01M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,2.6,$52.14M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",2.25,$15.7M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
APPS,"Digital Turbine, Inc.",1.93,$139.05M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/apps
DCOM,"Dime Community Bancshares, Inc.",21.35,$798.98M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DIOD,Diodes Incorporated,29.49,$1.46B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DISCA,"Discovery Communications, Inc.",21.65,$8.21B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",26.95,$10.22B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",20.5,$7.77B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,48.57,$22.65B,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,10.01,$64.64M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
SAUC,"Diversified Restaurant Holdings, Inc.",1.63,$43.82M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sauc
DLHC,DLH Holdings Corp.,6.23,$74.03M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
BOOM,DMC Global Inc.,24.05,$355.2M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
DNBF,DNB Financial Corp,33.75,$144.07M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
DOGZ,Dogness (International) Corporation,4.79,$124.54M,2017,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dogz
DLTR,"Dollar Tree, Inc.",109.69,$26.01B,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DLPN,"Dolphin Entertainment, Inc.",3.4,$31.85M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dlpn
DLPNW,"Dolphin Entertainment, Inc.",0.45,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dlpnw
DGICA,"Donegal Group, Inc.",17.5,$480.04M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",14.95,$410.09M,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",15.45,$498.72M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",69.03,$2.33B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
DOVA,"Dova Pharmaceuticals, Inc.",30.04,$770.6M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dova
LYL,Dragon Victory International Limited,5.87,$68.48M,2017,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/lyl
DOTA,"Draper Oakwood Technology Acquisition, Inc.",9.8,$74.24M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/dota
DOTAR,"Draper Oakwood Technology Acquisition, Inc.",0.5,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/dotar
DOTAU,"Draper Oakwood Technology Acquisition, Inc.",10.56,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/dotau
DOTAW,"Draper Oakwood Technology Acquisition, Inc.",0.54,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/dotaw
DRYS,DryShips Inc.,3.79,$395.2M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys
DSPG,"DSP Group, Inc.",12.95,$289.08M,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
DLTH,Duluth Holdings Inc.,17.95,$582.68M,2015,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dlth
DNKN,"Dunkin&#39; Brands Group, Inc.",63.64,$5.75B,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DRRX,DURECT Corporation,1.08,$160.43M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",30.4,$528.71M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
DYSL,Dynasil Corporation of America,1.14,$19.51M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,3.2,$15.75M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,17.55,$1.06B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,52.47,$14.06B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc
EBMT,"Eagle Bancorp Montana, Inc.",20.708,$103.55M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",59.55,$2.04B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,4.87,$360.98M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle
EFBI,"Eagle Financial Bancorp, Inc.",15.81,$25.5M,2017,Finance,Savings Institutions,http://www.nasdaq.com/symbol/efbi
EGRX,"Eagle Pharmaceuticals, Inc.",58.84,$877.99M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/egrx
EWBC,"East West Bancorp, Inc.",64.46,$9.32B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
EACQ,Easterly Acquisition Corp.,10.1,$65.18M,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacq
EACQU,Easterly Acquisition Corp.,10.1,n/a,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacqu
EACQW,Easterly Acquisition Corp.,0.69,n/a,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacqw
EML,Eastern Company (The),27.1,$169.68M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml
EAST,"Eastside Distilling, Inc.",4.03,$19.44M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/east
EASTW,"Eastside Distilling, Inc.",0.55,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/eastw
EVGBC,Eaton Vance Global Income Builder NextShares,99.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evgbc
EVSTC,Eaton Vance Stock NextShares,100.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evstc
EVFTC,Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond NextShar,100.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evftc
EVLMC,Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond NextShar,100.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evlmc
OKDCC,Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond NextShar,100.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/okdcc
EBAY,eBay Inc.,39.53,$41.29B,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay
EBAYL,eBay Inc.,27,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebayl
EBIX,"Ebix, Inc.",80.85,$2.54B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix
ELON,Echelon Corporation,6.03,$27.26M,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon
ECHO,"Echo Global Logistics, Inc.",28.4,$792.58M,2009,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo
SATS,EchoStar Corporation,61.26,$5.86B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",10.55,$45.38M,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
ESES,"Eco-Stim Energy Solutions, Inc.",1.4,$104.36M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/eses
EDAP,EDAP TMS S.A.,2.689,$77.25M,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
EDGE,"Edge Therapeutics, Inc.",10.64,$328.34M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/edge
EDGW,"Edgewater Technology, Inc.",6.155,$86.27M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw
EDIT,"Editas Medicine, Inc.",31.17,$1.39B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/edit
EDUC,Educational Development Corporation,17.5,$71.57M,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ
EGAN,eGain Corporation,5.15,$140.25M,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan
EGLT,Egalet Corporation,1.03,$44.32M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eglt
EHTH,"eHealth, Inc.",17.12,$318.81M,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
EIGR,"Eiger BioPharmaceuticals, Inc.",14.2,$149.33M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/eigr
EKSO,"Ekso Bionics Holdings, Inc.",1.96,$117.41M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ekso
LOCO,"El Pollo Loco Holdings, Inc.",10.15,$392.33M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/loco
EMITF,Elbit Imaging Ltd.,2.99,$27.48M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,133.3,$5.7B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",32.05,$2.46B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/eri
ESIO,"Electro Scientific Industries, Inc.",20.39,$682.9M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio
EA,Electronic Arts Inc.,112.18,$34.54B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",30.47,$1.39B,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",4.16,$14.13M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else
ELEC,Electrum Special Acquisition Corporation,10.25,$184.81M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elec
ELECU,Electrum Special Acquisition Corporation,10.55,$190.22M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecu
ELECW,Electrum Special Acquisition Corporation,0.35,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecw
